destination_radar,destination_radar_fr,destination_radar_en,homeport_destination_radar,ferme_bureau,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Tonnay-Charente,102,Tonnay-Charente,Londres,,Bilebao Packett,Out,In,1789=10=21,1789>10>21,00341118
Local,Local,Local,Local,Marennes,3,Le Château-d'Oléron,La Rochelle,,Suzane,Out,In,1789=05=09,1789>05>09,00341406
Local,Local,Local,Local,Marans,32,Marans,Marennes,0007307N,Louis Allexandre,Out,In,1789=07=08,1789>07>08,00336219
Local,Local,Local,Local,Rochefort,32,Rochefort,Tonnay-Charente,0007307N,Louis Alexandre,Out,In,1789=10=14,1789>10>14,00333874
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,La Rochelle,0007400N,Union,Out,In,1789=02=23,1789>02>23,00341205
Local,Local,Local,Local,Marennes,20,Marennes,Marans,0007318N,Diligente,Out,In,1789=02=18,1789>02>18,00336660
Local,Local,Local,Local,Marennes,20,Marennes,Marans,0007318N,Diligente,Out,In,1789=03=07,1789>03>07,00332640
Local,Local,Local,Local,Marennes,20,Marennes,Marans,0007318N,Diligente,Out,In,1789=04=27,1789>04>27,00336664
France,France,France,France,Marennes,83,Marennes,Honfleur,0021570N,Saint Pierre,Out,In,1789=07=02,1789>07>02,00337984
Local,Local,Local,Local,Saint-Martin-de-Ré,26,Ars-en-Ré,Port-d'Envaux,0021697N,Marie Magdeleine,Out,In,1789=08=22,1789>08>22,00339164
Local,Local,Local,Local,Tonnay-Charente,25,Tonnay-Charente,Marans,0007318N,Diligente,Out,In,1789=12=11,1789>12>11,00342079
Local,Local,Local,France,La Rochelle,52,La Rochelle,île de Ré,,Heureuse Marie,Out,In,1789=08=05,1789>08>05,00341425
Local,Local,Local,Local,La Rochelle,36,La Rochelle,île de Ré,,Nouvelle Esperance,Out,In,1789=02=11,1789>02>11,00341448
Local,Local,Local,Local,Marennes,12,Ribérou,île d'Oléron,,Marguerite,Out,In,1789=09=12,1789>09>12,00333104
Local,Local,Local,Local,Tonnay-Charente,9,Tonnay-Charente,île de Ré,,Sainte Barbe,Out,In,1789=12=19,1789>12>19,00340732
Local,Local,Local,Local,Marennes,12,Ribérou,île d'Oléron,,Magdeleine,Out,In,1789=11=28,1789>11>29,00333621
Local,Local,Local,Local,Rochefort,32,Rochefort,Marans,0007400N,Union,Out,In,1789=04=02,1789>04>02,00332728
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Marennes,0022087N,Pierre Paul,Out,In,1789=08=31,1789>08>31,00340987
France,France,France,France,La Rochelle,15,La Rochelle,Le Croisic,,Saint Jacques,Out,In,1789=06=23,1789>06>23,00341528
Local,Local,Local,Local,Marennes,36,Marennes,Tonnay-Charente,0007401N,Union,Out,In,1789=03=27,1789>03>27,00338475
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Marennes,0022087N,Pierre Paul,Out,In,1789=10=01,1789>10>01,00340989
France,France,France,Local,Rochefort,32,Rochefort,Bordeaux,0007972N,Victoire,Out,In,1789=04=21,1789>04>21,00333040
Local,Local,Local,Local,Marennes,54,Marennes,Tonnay-Charente,0007516N,Princesse,Out,In,1789=02=14,1789>02>14,00338451
Local,Local,Local,Local,Marennes,56,Marennes,Tonnay-Charente,0007516N,Princesse,Out,In,1789=03=30,1789>03>30,00338477
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Charlotte,Out,In,1789=09=11,1789>09>11,00338624
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Charlotte,Out,In,1789=09=25,1789>09>25,00338641
Local,Local,Local,Local,Marennes,50,Marennes,Tonnay-Charente,,Marie Anne,Out,In,1789=11=30,1789>11>30,00338703
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,La Rochelle,,Sainte Marie,Out,In,1789=05=29,1789>05>29,00341258
Local,Local,Local,Local,Marennes,40,Marennes,Marans,,Chameau,Out,In,1789=06=10,1789>06>10,00339242
Local,Local,Local,Local,Tonnay-Charente,40,Tonnay-Charente,La Rochelle,,Marianne,Out,In,1789=06=27,1789>06>27,00341278
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0007628N,Grace de Dieu,Out,In,1789=02=28,1789>02>28,00338460
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006507N,Angélique,Out,In,1789=05=15,1789>05>15,00341728
Local,Local,Local,Local,La Rochelle,39,La Rochelle,Tonnay-Charente,0007723N,Sainte Ustelle,Out,In,1789=03=26,1789>03>26,00341696
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,60,Marennes,Dunkerque,0007742N,Union,Out,In,1789=09=18,1789>09>18,00338261
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0007760N,Marianne,Out,In,1789=03=11,1789>03>11,00338467
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0007760N,Marianne,Out,In,1789=04=02,1789>04>02,00338483
Local,Local,Local,Local,Marennes,50,Marennes,Tonnay-Charente,0007793N,Deux Amis,Out,In,1789=08=22,1789>08>22,00338609
Local,Local,Local,Local,Tonnay-Charente,40,Tonnay-Charente,Marans,,Marianne,Out,In,1789=10=23,1789>10>23,00341054
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Jeanne,Out,In,1789=09=30,1789>09>30,00338646
Local,Local,Local,Local,Marans,25,Marans,La Flotte-en-Ré,0008058N,Marie Claire,Out,In,1789=04=23,1789>04>23,00332879
Local,Local,Local,Local,La Rochelle,37,La Rochelle,Brouage ,,Saint Pierre,Out,In,1789=05=12,1789>05>12,00341954
Local,Local,Local,Local,Tonnay-Charente,16,Tonnay-Charente,Marennes,0008311N,Marie Magdelaine,Out,In,1789=09=01,1789>09>01,00341023
France,France,France,France,La Rochelle,36,La Rochelle,Boulogne-sur-Mer,,Clef,Out,In,1789=02=07,1789>02>07,00341986
Local,Local,Local,Local,Marennes,30,Marennes,Tonnay-Charente,0008489N,Saint Etienne,Out,In,1789=02=09,1789>02>09,00338446
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0008489N,Saint Etienne,Out,In,1789=07=03,1789>07>03,00338560
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0008489N,Saint Etienne,Out,In,1789=09=28,1789>09>28,00338644
France,France,France,France,Les Sables-d'Olonne,36,Moricq,Nantes,,Saint Germain,Out,In,1789=07=25,1789>07>25,00339866
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,30,Noirmoutier,Nantes,0007141N,Malbouroug,Out,In,1789=09=24,1789>09>24,00333826
Europe,Europe,Europe,Europe,La Rochelle,120,La Rochelle,Elbing / Elblag,,Bloster,Out,In,1789=04=21,1789>04>21,00341497
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0009911N,Espérance en Dieu,Out,In,1789=02=21,1789>02>21,00338454
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0009911N,Espérance en Dieu,Out,In,1789=05=26,1789>05>26,00338526
Local,Local,Local,Local,La Rochelle,6,La Rochelle,Marennes,,Deux Amis,Out,In,1789=01=19,1789>01>19,00341029
Local,Local,Local,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,Marans,0012945N,Dromadaire,Out,In,1789=06=03,1789>06>03,00342120
France,France,France,France,La Rochelle,90,La Rochelle,Abbeville,,Prince de Calais,Out,In,1789=09=11,1789>09>11,00342129
France,France,France,Local,La Rochelle,55,La Rochelle,Nantes,,Fille Unique,Out,In,1789=08=07,1789>08>07,00340918
Europe,Europe,Europe,Local,La Rochelle,70,La Rochelle,pas identifié,0002637N,Eugene,Out,In,1789=08=01,1789>08>01,00340757
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,200,Marennes,Dunkerque,0015280N,Jeune Marie,Out,In,1789=12=22,1789>12>22,00338323
France,France,France,France,Marennes,108,Marennes,Étaples ,,Sainte Anne,Out,In,1789=10=24,1789>10>24,00338183
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,65,Marennes,Dunkerque,,Espérance,Out,In,1789=12=03,1789>12>03,00338307
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,54,Marennes,Dunkerque,,Héros,Out,In,1789=12=03,1789>12>03,00338308
Local,Local,Local,Local,La Rochelle,37,La Rochelle,Marennes,,Fille Unique,Out,In,1789=04=18,1789>04>18,00340976
Local,Local,Local,Local,Marennes,36,Marennes,Tonnay-Charente,,Don de Dieu,Out,In,1789=03=06,1789>03>06,00338463
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=03=07,1789>03>07,00338466
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=06=03,1789>06>03,00338534
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,107,Marennes,Dunkerque,0021485N,Duchesse de la Chatre,Out,In,1789=09=21,1789>09>21,00338266
Local,Local,Local,Local,Marennes,36,Marennes,Tonnay-Charente,,Don de Dieu,Out,In,1789=07=10,1789>07>10,00338572
Local,Local,Local,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,Marans,0021661N,Saint Francois,Out,In,1789=06=20,1789>06>20,00342125
Local,Local,Local,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,Marans,0021662N,Aimable,Out,In,1789=02=10,1789>02>10,00342114
Local,Local,Local,France,Rochefort,85,Rochefort,Tonnay-Charente,0021666N,Espoir,Out,In,1789=02=21,1789>02>21,00339770
Local,Local,Local,Local,Les Sables-d'Olonne,15,Les Sables-d'Olonne,Marans,0021668N,Bonne Soeur,Out,In,1789=02=03,1789>02>03,00336866
Local,Local,Local,Local,Marans,13,Marans,Rochefort,0021690N,Marie Thérèse,Out,In,1789=12=09,1789>12>09,00334879
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Catherinne,Out,In,1789=07=25,1789>07>25,00338589
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=08=07,1789>08>07,00338593
Local,Local,Local,Local,Marennes,18,Ribérou,Marans,0021729N,Esperance,Out,In,1789=07=07,1789>07>07,00336675
Local,Local,Local,Local,Rochefort,18,Rochefort,La Rochelle,0021729N,Esperance,Out,In,1789=10=05,1789>10>05,00336802
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Marennes,68,Marennes,Dunkerque,0021924N,Marquise Brack,Out,In,1789=10=03,1789>10>03,00338273
France,France,France,France,Rochefort,130,Rochefort,Bordeaux,0021951N,Trois sœurs,Out,In,1789=05=13,1789>05>13,00333032
France,France,France,France,Les Sables-d'Olonne,80,île de Bouin,Nantes,0021974N,Aimable Jeanne,Out,In,1789=09=21,1789>09>21,00337513
France,France,France,France,Marennes,103,Marennes,Saint-Malo,,Suzanne,Out,In,1789=12=04,1789>12>04,00340441
France,France,France,France,Les Sables-d'Olonne,80,île de Bouin,Nantes,0021974N,Aimable Jeanne,Out,In,1789=11=23,1789>11>23,00339296
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Marennes,0022087N,Pierre Paul,Out,In,1789=08=11,1789>08>11,00340985
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,130,Marennes,Dunkerque,0022350N,Petit Mercure,Out,In,1789=12=23,1789>12>23,00338324
Local,Local,Local,Local,Les Sables-d'Olonne,8,Moricq,Saint-Martin-de-Ré,,Deux Freres,Out,In,1789=10=20,1789>10>20,00332774
Local,Local,Local,Local,Les Sables-d'Olonne,10,Moricq,Saint-Martin-de-Ré,,Sainte Barbe,Out,In,1789=10=24,1789>10>24,00332775
Local,Local,Local,Local,Les Sables-d'Olonne,30,Moricq,Saint-Martin-de-Ré,,Deux Marie,Out,In,1789=10=31,1789>10>31,00332776
Local,Local,Local,Local,Les Sables-d'Olonne,30,Moricq,Marennes,,Saint Michel,Out,In,1789=10=28,1789>10>28,00332778
Local,Local,Local,Local,Les Sables-d'Olonne,30,Moricq,Marans,,Deux Amis,Out,In,1789=12=16,1789>12>16,00332786
Local,Local,Local,Local,Les Sables-d'Olonne,30,Moricq,Saint-Martin-de-Ré,,Providance,Out,In,1789=06=13,1789>06>13,00332791
Local,Local,Local,Local,Les Sables-d'Olonne,15,Moricq,Ars-en-Ré,,Vallée de Saint Pierre,Out,In,1789=12=18,1789>12>18,00332795
France,France,France,France,La Rochelle,102,La Rochelle,Rouen,,Amis Reunis,Out,In,1789=08=31,1789>08>31,00340519
Local,Local,Local,Local,Les Sables-d'Olonne,4,Moricq,Ars-en-Ré,,Petit Saint Jean,Out,In,1789=07=27,1789>07>27,00332972
Local,Local,Local,Local,Les Sables-d'Olonne,30,Moricq,Rochefort,,Marie Anthoinne,Out,In,1789=04=03,1789>04>03,00332985
Local,Local,Local,Local,Les Sables-d'Olonne,36,Moricq,Rochefort,,Bonne Espérence,Out,In,1789=05=30,1789>05>30,00332989
Local,Local,Local,Local,Les Sables-d'Olonne,40,Moricq,Rochefort,,Catholique,Out,In,1789=06=08,1789>06>08,00332990
Local,Local,Local,Local,Les Sables-d'Olonne,36,Moricq,La Rochelle,,Bonne Esperence,Out,In,1789=10=05,1789>10>05,00333004
Local,Local,Local,Local,Les Sables-d'Olonne,20,Moricq,La Rochelle,,Tonnand,Out,In,1789=11=12,1789>11>12,00333005
France,France,France,Local,Rochefort,20,Rochefort,Bordeaux,,Saint Pierre,Out,In,1789=06=16,1789>06>16,00333020
France,France,France,France,Rochefort,95,Rochefort,Bordeaux,,Blanche,Out,In,1789=05=06,1789>05>06,00333031
Local,Local,Local,Local,Marennes,36,Soubise,La Rochelle,,Bonne Esperance,In-Out,In,1789=12=13,1789>12>13,00333159
Local,Local,Local,Local,Marennes,25,Ribérou,La Rochelle,,Marianne,Out,In,1789=07=29,1789>07>29,00333162
Local,Local,Local,Local,Rochefort,35,Rochefort,Marennes,,Trois frères,Out,In,1789=04=04,1789>04>04,00333231
Local,Local,Local,Local,Les Sables-d'Olonne,20,Moricq,La Rochelle,,Catherine Françoise,Out,In,1789=01=20,1789>01>20,00333264
Local,Local,Local,Local,Les Sables-d'Olonne,40,Moricq,La Rochelle,,Guillaume,Out,In,1789=04=03,1789>04>03,00333269
Local,Local,Local,Local,Les Sables-d'Olonne,20,Moricq,La Rochelle,,Catherinne Francoise,Out,In,1789=07=08,1789>07>08,00333275
Local,Local,Local,Local,Les Sables-d'Olonne,40,Moricq,La Rochelle,,Guillaume,Out,In,1789=07=09,1789>07>09,00333276
Local,Local,Local,Local,Les Sables-d'Olonne,40,Moricq,La Rochelle,,Guillaume,Out,In,1789=07=30,1789>07>30,00333278
Local,Local,Local,Local,Les Sables-d'Olonne,40,Moricq,La Rochelle,,Guillaume,Out,In,1789=09=09,1789>09>09,00333283
Local,Local,Local,Local,Les Sables-d'Olonne,20,Moricq,La Rochelle,,Catherinne Francoise,Out,In,1789=10=02,1789>10>02,00333284
Local,Local,Local,Local,Marennes,20,La Perrotine,La Rochelle,,Esperance,Out,In,1789=06=08,1789>06>08,00333471
Local,Local,Local,Local,Marennes,4,Ribérou,La Rochelle,,Resource,Out,In,1789=06=02,1789>06>02,00333484
Local,Local,Local,Local,Marennes,4,Ribérou,La Rochelle,,Ressource,Out,In,1789=06=16,1789>06>16,00333485
Local,Local,Local,Local,Marennes,4,Ribérou,La Rochelle,,Resource,Out,In,1789=09=14,1789>09>14,00333486
Local,Local,Local,Local,Marans,30,Marans,Saint-Martin-de-Ré,,Deux Maries,Out,In,1789=02=13,1789>02>13,00333651
Local,Local,Local,Local,Marans,29,Marans,Marennes,,Aimable,Out,In,1789=04=22,1789>04>22,00333677
Local,Local,Local,Local,Marennes,25,Ribérou,La Rochelle,,Marianne,Out,In,1789=09=19,1789>09>19,00333735
France,France,France,France,Les Sables-d'Olonne,60,Noirmoutier,Nantes,,Thelemaque,Out,In,1789=12=04,1789>12>04,00333882
Local,Local,Local,Local,Marans,30,Marans,Saint-Martin-de-Ré,,Deux Maries,Out,In,1789=03=18,1789>03>18,00334863
Local,Local,Local,France,Tonnay-Charente,20,Tonnay-Charente,Marans,,Saint Etienne,Out,In,1789=05=18,1789>05>18,00341041
France,France,France,Local,Marans,22,Marans,Bordeaux,,Henry,Out,In,1789=01=30,1789>01>30,00334967
France,France,France,France,Marans,30,Marans,Bordeaux,,Fille unique,Out,In,1789=02=20,1789>02>20,00334983
Local,Local,Local,Local,Marans,5,Marans,Ars-en-Ré,,Aventure,Out,In,1789=04=03,1789>04>03,00335008
Local,Local,Local,Local,Les Sables-d'Olonne,26,Les Sables-d'Olonne,La Rochelle,,Deux sœurs,Out,In,1789=07=03,1789>07>03,00336279
Local,Local,Local,Local,Marans,5,Marans,Esnandes,0008529N,Saint Jean,Out,In,1789=09=24,1789>09>24,00332926
Local,Local,Local,France,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,La Rochelle,,Saint Etienne,Out,In,1789=07=24,1789>07>24,00336293
Local,Local,Local,France,Marennes,70,Marennes,Tonnay-Charente,,Bonne Intelligence,Out,In,1789=04=06,1789>04>06,00336475
Local,Local,Local,Local,Marans,30,Marans,Tonnay-Charente,,Saint Pierre,Out,In,1789=08=13,1789>08>13,00336474
France,France,France,France,Saint-Martin-de-Ré,50,Saint-Martin-de-Ré,Bordeaux,,Marie Guillemet,Out,In,1789=05=25,1789>05>25,00336635
Local,Local,Local,France,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,Marans,,Saint Etienne,Out,In,1789=09=10,1789>09>10,00336692
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,La Rochelle,,Entreprise,Out,In,1789=04=01,1789>04>01,00341228
France,France,France,Local,Rochefort,20,Rochefort,Bordeaux,,Esperance,Out,In,1789=03=02,1789>03>02,00336854
France,France,France,France,Rochefort,450,Rochefort,Bordeaux,,Nouvelle Rozalie,Out,In,1789=12=23,1789>12>23,00337213
France,France,France,France,Marennes,59,Marennes,Saint-Valéry-en-Caux,,Marie Francoise,Out,In,1789=05=12,1789>05>12,00337277
France,France,France,France,Marennes,55,Marennes,Saint-Valéry-sur-Somme,,Patiance,Out,In,1789=04=29,1789>04>29,00337287
France,France,France,France,Marennes,69,Marennes,Saint-Valéry-sur-Somme,,Saint Ilduc,Out,In,1789=05=26,1789>05>26,00337301
France,France,France,France,Marennes,47,Marennes,Saint-Malo,,Postillon,Out,In,1789=04=10,1789>04>10,00337338
France,France,France,France,Marennes,78,Marennes,Saint-Malo,,Bien Venu,Out,In,1789=09=23,1789>09>23,00337339
Local,Local,Local,Local,La Rochelle,6,La Rochelle,Marennes,,Deux Amis,Out,In,1789=06=23,1789>06>23,00340981
France,France,France,France,Les Sables-d'Olonne,38,Noirmoutier,Nantes,,Marie Magdelaine,Out,In,1789=05=08,1789>05>08,00337581
France,France,France,France,Marennes,196,Marennes,Le Havre,,Hazard,Out,In,1789=07=14,1789>07>14,00337795
France,France,France,France,Marennes,97,Marennes,Le Havre,,Legére,Out,In,1789=10=24,1789>10>24,00337798
Local,Local,Local,Local,Tonnay-Charente,25,Tonnay-Charente,La Rochelle,,Marianne,Out,In,1789=04=15,1789>04>15,00341235
France,France,France,France,Marennes,116,Marennes,Le Havre,,Vaillant,Out,In,1789=05=04,1789>05>04,00338063
France,France,France,France,Marennes,166,Marennes,Le Havre,,Entreprise,Out,In,1789=06=19,1789>06>19,00338066
France,France,France,France,Marennes,120,Marennes,Le Havre,,Bien Aimée,Out,In,1789=08=29,1789>08>29,00338069
France,France,France,France,Marennes,61,Marennes,Gravelines,,Don de Dieu,Out,In,1789=09=22,1789>09>22,00338076
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,96,Marennes,Dunkerque,,Aimable Flore,Out,In,1789=05=14,1789>05>14,00338218
France,France,France,France,Marennes,90,Marennes,Gravelines,,Aimable Constance,Out,In,1789=12=30,1789>12>30,00338098
France,France,France,France,Marennes,48,Marennes,Gravelines,,Marie Francoise,Out,In,1789=06=04,1789>06>04,00338103
France,France,France,France,Marennes,61,Marennes,Gravelines,,Don de Dieu,Out,In,1789=06=17,1789>06>17,00338105
France,France,France,Ports francs et petites îles,Marennes,103,Marennes,Gravelines,,Victor,Out,In,1789=06=23,1789>06>23,00338106
Local,Local,Local,Local,La Rochelle,2,La Rochelle,Les Sables-d'Olonne,,Sabre,Out,In,1789=07=31,1789>07>31,00340473
France,France,France,France,Marennes,93,Marennes,Gravelines,,Aimable Constance,Out,In,1789=08=22,1789>08>22,00338112
France,France,France,France,Marennes,80,Marennes,Granville,,Deux Belles Sœurs,Out,In,1789=10=24,1789>10>24,00338157
France,France,France,France,Marennes,93,Marennes,Étaples ,,Elizabeth,Out,In,1789=09=28,1789>09>28,00338181
Local,Local,Local,Local,La Rochelle,42,La Rochelle,Les Sables-d'Olonne,,Jeune Amendé,Out,In,1789=05=06,1789>05>06,00340468
France,France,France,France,Marennes,53,Marennes,Étaples ,,Gratieuse,Out,In,1789=11=27,1789>11>27,00338184
France,France,France,France,Marennes,77,Marennes,Étaples ,,Petit Auguste,Out,In,1789=02=14,1789>02>14,00338191
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,44,Marennes,Dunkerque,,Marie Francoise,Out,In,1789=04=02,1789>04>02,00338212
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,55,Marennes,Dunkerque,,Saint Paul,Out,In,1789=05=07,1789>05>07,00338217
