product,entity,value_rel_per_direction,order
Châles et mouchoirs hors soie,direction des fermes de La Rochelle,0.000933007641189542,28
Châles et mouchoirs hors soie,France (moyenne),0.009381416019833092,28
Étoffes diverses,direction des fermes de La Rochelle,0.0008939354620190773,29
Étoffes diverses,France (moyenne),0.009156801253931788,29
Matières brutes et transformées pour teinture,direction des fermes de La Rochelle,0.0005999566859188439,30
Matières brutes et transformées pour teinture,France (moyenne),0.0021941531945313007,30
Verrerie,direction des fermes de La Rochelle,0.0005275119160941434,31
Verrerie,France (moyenne),0.002319543358531601,31
Coton non transformé,direction des fermes de La Rochelle,0.0004487676010672952,32
Coton non transformé,France (moyenne),0.027402195287542643,32
Beurre,direction des fermes de La Rochelle,0.0004363184998344792,33
Beurre,France (moyenne),0.003540433284696062,33
Blé et autres grains comestibles,direction des fermes de La Rochelle,0.00034032543008746417,34
Blé et autres grains comestibles,France (moyenne),0.0037435096701923824,34
Matières premières diverses,direction des fermes de La Rochelle,0.0003209768269665814,35
Matières premières diverses,France (moyenne),0.0013120539704140626,35
Rocou,direction des fermes de La Rochelle,0.00027852989143782326,36
Rocou,France (moyenne),0.0001602579163694134,36
Subsistances diverses et mélangées,direction des fermes de La Rochelle,0.0002688555898773819,37
Subsistances diverses et mélangées,France (moyenne),0.00389344916898679,37
Riz,direction des fermes de La Rochelle,0.0002683306277772029,38
Riz,France (moyenne),0.0015311116188272329,38
Habits et lingerie,direction des fermes de La Rochelle,0.00021598440693078379,39
Habits et lingerie,France (moyenne),0.005361524411928962,39
"Cornes, corail, écailles, ivoire et nacre",direction des fermes de La Rochelle,0.00020998484007159535,40
"Cornes, corail, écailles, ivoire et nacre",France (moyenne),0.00017397040854236388,40
Chapeaux hors paille et écorce,direction des fermes de La Rochelle,0.00020248538149760979,41
Chapeaux hors paille et écorce,France (moyenne),0.006992132561681452,41
Mercerie,direction des fermes de La Rochelle,0.00015403887910966316,42
Mercerie,France (moyenne),0.010067135133688801,42
Divers mélangés,direction des fermes de La Rochelle,0.00012059129386968762,43
Divers mélangés,France (moyenne),0.0023679444503024085,43
Fer-blanc,direction des fermes de La Rochelle,0.00012029131552672819,44
Fer-blanc,France (moyenne),0.00018451423006729504,44
Papier,direction des fermes de La Rochelle,0.00010469244169283825,45
Papier,France (moyenne),0.0050344042556676434,45
"Cuirs, peaux et pelleterie",direction des fermes de La Rochelle,9.299328631742079e-05,46
"Cuirs, peaux et pelleterie",France (moyenne),0.00784332287841138,46
Produits inconnus,direction des fermes de La Rochelle,9.156838918836354e-05,47
Produits inconnus,France (moyenne),0.0004252874786929945,47
Quinquina,direction des fermes de La Rochelle,6.749512716586993e-05,48
Quinquina,France (moyenne),0.000236939245048445,48
Manne et médicaments,direction des fermes de La Rochelle,6.719514882291051e-05,49
Manne et médicaments,France (moyenne),0.0006440306225359408,49
Bonneterie hors soie,direction des fermes de La Rochelle,5.872076063430684e-05,50
Bonneterie hors soie,France (moyenne),0.0021551240912485864,50
Bâtiments de mer et apparaux,direction des fermes de La Rochelle,5.534600427601334e-05,51
Bâtiments de mer et apparaux,France (moyenne),0.0030193752508839433,51
Argenterie et orfèvrerie,direction des fermes de La Rochelle,5.324615587529739e-05,52
Argenterie et orfèvrerie,France (moyenne),0.0020896898977727178,52
Fruits secs et noix,direction des fermes de La Rochelle,2.9322883024283493e-05,53
Fruits secs et noix,France (moyenne),0.004668036843847282,53
Dorure,direction des fermes de La Rochelle,2.6998050866347973e-05,54
Dorure,France (moyenne),0.003976762004649627,54
Soieries diverses,direction des fermes de La Rochelle,2.4298245779713175e-05,55
Soieries diverses,France (moyenne),0.005069869835108107,55
Fils divers,direction des fermes de La Rochelle,1.9498592292362425e-05,56
Fils divers,France (moyenne),0.01143170706097099,56
Métaux divers et mélangés,direction des fermes de La Rochelle,1.9123619363663147e-05,57
Métaux divers et mélangés,France (moyenne),3.807150729916045e-05,57
Pêche et fruits de mer,direction des fermes de La Rochelle,1.5898852176849363e-05,58
Pêche et fruits de mer,France (moyenne),0.004629883773460975,58
Salsepareille,direction des fermes de La Rochelle,1.5298895490930518e-05,59
Salsepareille,France (moyenne),0.000247249472417106,59
Céruse et blanc de plomb,direction des fermes de La Rochelle,1.4323965876312396e-05,60
Céruse et blanc de plomb,France (moyenne),2.213682990996057e-05,60
Châles et mouchoirs de soie,direction des fermes de La Rochelle,1.079922034653919e-05,61
Châles et mouchoirs de soie,France (moyenne),0.000568977418503607,61
Vin de liqueurs,direction des fermes de La Rochelle,9.899285317660924e-06,62
Vin de liqueurs,France (moyenne),5.82830840643604e-05,62
Cacao et chocolat,direction des fermes de La Rochelle,8.999350288782657e-06,63
Cacao et chocolat,France (moyenne),0.002212146915937776,63
Bois divers hors combustible,direction des fermes de La Rochelle,0.0,64
Bois divers hors combustible,France (moyenne),0.00037336562355587427,64
Textiles manufacturés divers et mélangés,direction des fermes de La Rochelle,0.0,65
Textiles manufacturés divers et mélangés,France (moyenne),0.0008644220895094149,65
Rubanerie et passementerie de soie,direction des fermes de La Rochelle,0.0,66
Rubanerie et passementerie de soie,France (moyenne),0.008427436975691201,66
Savon,direction des fermes de La Rochelle,0.0,67
Savon,France (moyenne),0.01013948186709298,67
Chevaux et bêtes de somme,direction des fermes de La Rochelle,0.0,68
Chevaux et bêtes de somme,France (moyenne),0.0024074494414488496,68
Bijouterie et pierres fines,direction des fermes de La Rochelle,0.0,69
Bijouterie et pierres fines,France (moyenne),0.0013910495529691517,69
Dentelles,direction des fermes de La Rochelle,0.0,70
Dentelles,France (moyenne),0.00781222321885219,70
Fleurs artificielles et ouvrages de mode,direction des fermes de La Rochelle,0.0,71
Fleurs artificielles et ouvrages de mode,France (moyenne),0.001420624165635672,71
Fruits frais,direction des fermes de La Rochelle,0.0,72
Fruits frais,France (moyenne),0.00036307143510506447,72
"Meubles, glaces et miroirs",direction des fermes de La Rochelle,0.0,73
"Meubles, glaces et miroirs",France (moyenne),0.0022318453398535326,73
Graines de jardin,direction des fermes de La Rochelle,0.0,74
Graines de jardin,France (moyenne),0.0006712649568532976,74
Horlogerie,direction des fermes de La Rochelle,0.0,75
Horlogerie,France (moyenne),0.0006137143428470728,75
Librairie,direction des fermes de La Rochelle,0.0,76
Librairie,France (moyenne),0.0019866063747215235,76
Sirop et mélasse,direction des fermes de La Rochelle,0.0,77
Sirop et mélasse,France (moyenne),0.00011692859257771974,77
Marbre brut et ouvré,direction des fermes de La Rochelle,0.0,78
Marbre brut et ouvré,France (moyenne),0.00021273562783625974,78
Miel,direction des fermes de La Rochelle,0.0,79
Miel,France (moyenne),0.0012228177728702688,79
Cordonnerie et sellerie,direction des fermes de La Rochelle,0.0,80
Cordonnerie et sellerie,France (moyenne),0.002281502091981002,80
Parfumerie et toilette,direction des fermes de La Rochelle,0.0,81
Parfumerie et toilette,France (moyenne),0.001632898222531179,81
Graisses diverses,direction des fermes de La Rochelle,0.0,82
Graisses diverses,France (moyenne),0.0007037615144925857,82
Fromage,direction des fermes de La Rochelle,0.0,83
Fromage,France (moyenne),0.0023020393148538093,83
Gants,direction des fermes de La Rochelle,0.0,84
Gants,France (moyenne),0.00033612815077399983,84
Huile d'olive à manger,direction des fermes de La Rochelle,0.0,85
Huile d'olive à manger,France (moyenne),0.008954360447743339,85
Drogues médicinales diverses,direction des fermes de La Rochelle,0.0,86
Drogues médicinales diverses,France (moyenne),0.0007399603666665201,86
Plumes brutes,direction des fermes de La Rochelle,0.0,87
Plumes brutes,France (moyenne),0.0002730982252428783,87
"Bougies, chandelles et flambeaux",direction des fermes de La Rochelle,0.0,88
"Bougies, chandelles et flambeaux",France (moyenne),0.0043622845278383235,88
Animaux,direction des fermes de La Rochelle,0.0,89
Animaux,France (moyenne),0.011387369047392903,89
Cire,direction des fermes de La Rochelle,0.0,90
Cire,France (moyenne),0.00236280536428704,90
Poivre et piment,direction des fermes de La Rochelle,0.0,91
Poivre et piment,France (moyenne),0.0009854643769391424,91
Rubanerie et passementerie diverse,direction des fermes de La Rochelle,0.0,92
Rubanerie et passementerie diverse,France (moyenne),0.00010923977404320345,92
"Mousseline, basin et nankin",direction des fermes de La Rochelle,0.0,93
"Mousseline, basin et nankin",France (moyenne),0.007106890236437897,93
Drogues diverses,direction des fermes de La Rochelle,0.0,94
Drogues diverses,France (moyenne),0.002348213684037854,94
Cannelle,direction des fermes de La Rochelle,0.0,95
Cannelle,France (moyenne),0.0002587754416122841,95
Girofle,direction des fermes de La Rochelle,0.0,96
Girofle,France (moyenne),0.0003825005821671752,96
Laines non transformées diverses,direction des fermes de La Rochelle,0.0,97
Laines non transformées diverses,France (moyenne),0.003710251305260874,97
Huiles diverses,direction des fermes de La Rochelle,0.0,98
Huiles diverses,France (moyenne),0.0004303671334727767,98
Safran,direction des fermes de La Rochelle,0.0,99
Safran,France (moyenne),0.00037986526411346266,99
Poils et crin,direction des fermes de La Rochelle,0.0,100
Poils et crin,France (moyenne),0.0001610847428757621,100
Combustibles dont charbons et bois,direction des fermes de La Rochelle,0.0,101
Combustibles dont charbons et bois,France (moyenne),0.0012161339187395977,101
Térébenthine,direction des fermes de La Rochelle,0.0,102
Térébenthine,France (moyenne),0.0005022661502480463,102
Bois des Indes,direction des fermes de La Rochelle,0.0,103
Bois des Indes,France (moyenne),6.019440147452416e-06,103
Chanvre,direction des fermes de La Rochelle,0.0,104
Chanvre,France (moyenne),0.0006556160861428344,104
Cuivre,direction des fermes de La Rochelle,0.0,105
Cuivre,France (moyenne),0.00029005051783296214,105
Réglisse,direction des fermes de La Rochelle,0.0,106
Réglisse,France (moyenne),0.0005288500360177417,106
Huile de poisson,direction des fermes de La Rochelle,0.0,107
Huile de poisson,France (moyenne),7.960727740424271e-05,107
Salpêtre et soufre,direction des fermes de La Rochelle,0.0,108
Salpêtre et soufre,France (moyenne),0.000460799553477827,108
Tabac,direction des fermes de La Rochelle,0.0,109
Tabac,France (moyenne),0.008138886297583066,109
Vins de Bordeaux,direction des fermes de La Rochelle,0.0,110
Vins de Bordeaux,France (moyenne),0.00011172763172683539,110
Bonneterie de soie,direction des fermes de La Rochelle,0.0,111
Bonneterie de soie,France (moyenne),0.0020147069803768233,111
Cendres diverses,direction des fermes de La Rochelle,0.0,112
Cendres diverses,France (moyenne),0.00022745765933261707,112
Étain,direction des fermes de La Rochelle,0.0,113
Étain,France (moyenne),0.0004138142513025419,113
Fer,direction des fermes de La Rochelle,0.0,114
Fer,France (moyenne),0.00018446664522463063,114
Graines diverses et mélangées,direction des fermes de La Rochelle,0.0,115
Graines diverses et mélangées,France (moyenne),0.00011435816091269527,115
Monnaies et métaux précieux,direction des fermes de La Rochelle,0.0,116
Monnaies et métaux précieux,France (moyenne),0.0008599912203464927,116
Chapeaux d'écorce et de paille,direction des fermes de La Rochelle,0.0,117
Chapeaux d'écorce et de paille,France (moyenne),3.307546875234002e-05,117
Soie,direction des fermes de La Rochelle,0.0,118
Soie,France (moyenne),0.0016911312251237586,118
Bouchons principalement en liège,direction des fermes de La Rochelle,0.0,119
Bouchons principalement en liège,France (moyenne),0.00048301676671060143,119
Acier,direction des fermes de La Rochelle,0.0,120
Acier,France (moyenne),7.795949357376971e-05,120
Thé,direction des fermes de La Rochelle,0.0,121
Thé,France (moyenne),0.00016589993181308666,121
Gommes diverses,direction des fermes de La Rochelle,0.0,122
Gommes diverses,France (moyenne),0.0007706232217895299,122
"Alquifoux, mine de plomb et graphite",direction des fermes de La Rochelle,0.0,123
"Alquifoux, mine de plomb et graphite",France (moyenne),0.0001765718634899922,123
Sels chimiques,direction des fermes de La Rochelle,0.0,124
Sels chimiques,France (moyenne),5.793953080835629e-05,124
Alun,direction des fermes de La Rochelle,0.0,125
Alun,France (moyenne),0.00022512941901976847,125
Azur et cobalt,direction des fermes de La Rochelle,0.0,126
Azur et cobalt,France (moyenne),2.4230182104797404e-05,126
Garance,direction des fermes de La Rochelle,0.0,127
Garance,France (moyenne),0.0010031696615015898,127
Galle,direction des fermes de La Rochelle,0.0,128
Galle,France (moyenne),0.00031287564722883,128
Verdet,direction des fermes de La Rochelle,0.0,129
Verdet,France (moyenne),0.0014196877409483396,129
"Faucilles, faux et limes",direction des fermes de La Rochelle,0.0,130
"Faucilles, faux et limes",France (moyenne),1.4596174601921392e-05,130
"Gravelée, potasse et védasse",direction des fermes de La Rochelle,0.0,131
"Gravelée, potasse et védasse",France (moyenne),0.00018083844997644877,131
Alcalis,direction des fermes de La Rochelle,0.0,132
Alcalis,France (moyenne),1.5474412854946002e-05,132
Séné,direction des fermes de La Rochelle,0.0,133
Séné,France (moyenne),0.00016526726367339665,133
Cochenille,direction des fermes de La Rochelle,0.0,134
Cochenille,France (moyenne),0.0044325337865216245,134
Colles diverses,direction des fermes de La Rochelle,0.0,135
Colles diverses,France (moyenne),2.5988884120895072e-05,135
"Graines de trèfle, de luzerne et de prairie",direction des fermes de La Rochelle,0.0,136
"Graines de trèfle, de luzerne et de prairie",France (moyenne),0.0004904334022353939,136
Plumes ouvrées,direction des fermes de La Rochelle,0.0,137
Plumes ouvrées,France (moyenne),0.0003072962905500487,137
"Filoselle, fleuret et bourre de soie",direction des fermes de La Rochelle,0.0,138
"Filoselle, fleuret et bourre de soie",France (moyenne),2.0286577828130428e-05,138
Provisions diverses,direction des fermes de La Rochelle,0.0,139
Provisions diverses,France (moyenne),5.477013105226197e-05,139
Lin,direction des fermes de La Rochelle,0.0,140
Lin,France (moyenne),9.214605938063109e-06,140
Muscades,direction des fermes de La Rochelle,0.0,141
Muscades,France (moyenne),6.902517178730604e-06,141
[vide],direction des fermes de La Rochelle,0.0,142
[vide],France (moyenne),0.00012626066035976657,142
Boissons diverses et mélangées,direction des fermes de La Rochelle,0.0,143
Boissons diverses et mélangées,France (moyenne),0.00043676253950136577,143
Mercure,direction des fermes de La Rochelle,0.0,144
Mercure,France (moyenne),4.08634823514756e-06,144
Étoffes de coton,direction des fermes de La Rochelle,0.0,145
Étoffes de coton,France (moyenne),0.0,145
Huile d'olive pour fabrique,direction des fermes de La Rochelle,0.0,146
Huile d'olive pour fabrique,France (moyenne),1.3004216816578196e-06,146
