product,entity,value_rel_per_direction,order
Salsepareille,France (moyenne),0.0002449257312445688,60
Céruse et blanc de plomb,direction des fermes de La Rochelle,1.4323965876312396e-05,61
Céruse et blanc de plomb,France (moyenne),2.1928779868080407e-05,61
Châles et mouchoirs de soie,direction des fermes de La Rochelle,1.079922034653919e-05,62
Châles et mouchoirs de soie,France (moyenne),0.0005636299601624613,62
Vin de liqueurs,direction des fermes de La Rochelle,9.899285317660924e-06,63
Vin de liqueurs,France (moyenne),5.773531827631325e-05,63
Cacao et chocolat,direction des fermes de La Rochelle,8.999350288782657e-06,64
Cacao et chocolat,France (moyenne),0.0021913563483462145,64
Acier,direction des fermes de La Rochelle,0.0,65
Acier,France (moyenne),7.864331817785362e-05,65
Animaux,direction des fermes de La Rochelle,0.0,66
Animaux,France (moyenne),0.011280346378977811,66
Chevaux et bêtes de somme,direction des fermes de La Rochelle,0.0,67
Chevaux et bêtes de somme,France (moyenne),0.0023848233491332357,67
Cendres diverses,direction des fermes de La Rochelle,0.0,68
Cendres diverses,France (moyenne),0.00022531992887425445,68
Chanvre,direction des fermes de La Rochelle,0.0,69
Chanvre,France (moyenne),0.0006494543658452976,69
Cuivre,direction des fermes de La Rochelle,0.0,70
Cuivre,France (moyenne),0.00028732451674662963,70
Mercure,direction des fermes de La Rochelle,0.0,71
Mercure,France (moyenne),4.047943236558451e-06,71
Azur et cobalt,direction des fermes de La Rochelle,0.0,72
Azur et cobalt,France (moyenne),2.4002457971659495e-05,72
Fromage,direction des fermes de La Rochelle,0.0,73
Fromage,France (moyenne),0.002280403905546643,73
Graines diverses et mélangées,direction des fermes de La Rochelle,0.0,74
Graines diverses et mélangées,France (moyenne),0.00011364287862091549,74
Horlogerie,direction des fermes de La Rochelle,0.0,75
Horlogerie,France (moyenne),0.0006079464304923621,75
Laines non transformées diverses,direction des fermes de La Rochelle,0.0,76
Laines non transformées diverses,France (moyenne),0.003675381003479401,76
Parfumerie et toilette,direction des fermes de La Rochelle,0.0,77
Parfumerie et toilette,France (moyenne),0.0016175516464872986,77
"Faucilles, faux et limes",direction des fermes de La Rochelle,0.0,78
"Faucilles, faux et limes",France (moyenne),1.4458994402698127e-05,78
Fer,direction des fermes de La Rochelle,0.0,79
Fer,France (moyenne),0.0001827329600754662,79
Huiles diverses,direction des fermes de La Rochelle,0.0,80
Huiles diverses,France (moyenne),0.0004263223853987731,80
Drogues diverses,direction des fermes de La Rochelle,0.0,81
Drogues diverses,France (moyenne),0.002335949968252379,81
Librairie,direction des fermes de La Rochelle,0.0,82
Librairie,France (moyenne),0.001970617372078162,82
Bijouterie et pierres fines,direction des fermes de La Rochelle,0.0,83
Bijouterie et pierres fines,France (moyenne),0.00137797595937288,83
Drogues médicinales diverses,direction des fermes de La Rochelle,0.0,84
Drogues médicinales diverses,France (moyenne),0.000736708773422069,84
Marbre brut et ouvré,direction des fermes de La Rochelle,0.0,85
Marbre brut et ouvré,France (moyenne),0.00021073626042634788,85
Rubanerie et passementerie diverse,direction des fermes de La Rochelle,0.0,86
Rubanerie et passementerie diverse,France (moyenne),0.00010821309860425806,86
"Mousseline, basin et nankin",direction des fermes de La Rochelle,0.0,87
"Mousseline, basin et nankin",France (moyenne),0.0070412187095072664,87
Bonneterie de soie,direction des fermes de La Rochelle,0.0,88
Bonneterie de soie,France (moyenne),0.0019957720256724436,88
Dentelles,direction des fermes de La Rochelle,0.0,89
Dentelles,France (moyenne),0.007738801081424642,89
Gants,direction des fermes de La Rochelle,0.0,90
Gants,France (moyenne),0.0003373789327137772,90
Cordonnerie et sellerie,direction des fermes de La Rochelle,0.0,91
Cordonnerie et sellerie,France (moyenne),0.0031903748381370617,91
Plumes brutes,direction des fermes de La Rochelle,0.0,92
Plumes brutes,France (moyenne),0.00027053154801627083,92
"Gravelée, potasse et védasse",direction des fermes de La Rochelle,0.0,93
"Gravelée, potasse et védasse",France (moyenne),0.00017913886393616324,93
Cire,direction des fermes de La Rochelle,0.0,94
Cire,France (moyenne),0.0023496821599844862,94
"Alquifoux, mine de plomb et graphite",direction des fermes de La Rochelle,0.0,95
"Alquifoux, mine de plomb et graphite",France (moyenne),0.00017491237639344898,95
Étain,direction des fermes de La Rochelle,0.0,96
Étain,France (moyenne),0.0004099250732827314,96
Poils et crin,direction des fermes de La Rochelle,0.0,97
Poils et crin,France (moyenne),0.00015957080941564737,97
Textiles manufacturés divers et mélangés,direction des fermes de La Rochelle,0.0,98
Textiles manufacturés divers et mélangés,France (moyenne),0.0008562979338531593,98
Rubanerie et passementerie de soie,direction des fermes de La Rochelle,0.0,99
Rubanerie et passementerie de soie,France (moyenne),0.008360455753053393,99
Savon,direction des fermes de La Rochelle,0.0,100
Savon,France (moyenne),0.010064678664337787,100
Fleurs artificielles et ouvrages de mode,direction des fermes de La Rochelle,0.0,101
Fleurs artificielles et ouvrages de mode,France (moyenne),0.0014079436812186722,101
Fruits frais,direction des fermes de La Rochelle,0.0,102
Fruits frais,France (moyenne),0.00035965915667195825,102
"Meubles, glaces et miroirs",direction des fermes de La Rochelle,0.0,103
"Meubles, glaces et miroirs",France (moyenne),0.002211171617256875,103
Graines de jardin,direction des fermes de La Rochelle,0.0,104
Graines de jardin,France (moyenne),0.0006649561627326373,104
Miel,direction des fermes de La Rochelle,0.0,105
Miel,France (moyenne),0.0014209355970803967,105
Graisses diverses,direction des fermes de La Rochelle,0.0,106
Graisses diverses,France (moyenne),0.0006971473058114254,106
Huile d'olive à manger,direction des fermes de La Rochelle,0.0,107
Huile d'olive à manger,France (moyenne),0.008876915547107898,107
"Bougies, chandelles et flambeaux",direction des fermes de La Rochelle,0.0,108
"Bougies, chandelles et flambeaux",France (moyenne),0.004324979417739481,108
Alcalis,direction des fermes de La Rochelle,0.0,109
Alcalis,France (moyenne),1.5328978650697366e-05,109
Colles diverses,direction des fermes de La Rochelle,0.0,110
Colles diverses,France (moyenne),2.7002872742537856e-05,110
Bouchons principalement en liège,direction des fermes de La Rochelle,0.0,111
Bouchons principalement en liège,France (moyenne),0.00047847719808439334,111
Thé,direction des fermes de La Rochelle,0.0,112
Thé,France (moyenne),0.00016434074344230288,112
Bois des Indes,direction des fermes de La Rochelle,0.0,113
Bois des Indes,France (moyenne),5.962867242485155e-06,113
Combustibles dont charbons et bois,direction des fermes de La Rochelle,0.0,114
Combustibles dont charbons et bois,France (moyenne),0.0012047042463901791,114
Réglisse,direction des fermes de La Rochelle,0.0,115
Réglisse,France (moyenne),0.0005238797095261283,115
Sirop et mélasse,direction des fermes de La Rochelle,0.0,116
Sirop et mélasse,France (moyenne),0.0001158296548038049,116
Sels chimiques,direction des fermes de La Rochelle,0.0,117
Sels chimiques,France (moyenne),5.739499385974055e-05,117
Alun,direction des fermes de La Rochelle,0.0,118
Alun,France (moyenne),0.0002230135702172963,118
Garance,direction des fermes de La Rochelle,0.0,119
Garance,France (moyenne),0.000993741505305006,119
Gommes diverses,direction des fermes de La Rochelle,0.0,120
Gommes diverses,France (moyenne),0.0007633806222746374,120
Cannelle,direction des fermes de La Rochelle,0.0,121
Cannelle,France (moyenne),0.0002563433751563383,121
Girofle,direction des fermes de La Rochelle,0.0,122
Girofle,France (moyenne),0.00037890570148811013,122
Muscades,direction des fermes de La Rochelle,0.0,123
Muscades,France (moyenne),6.837644792126265e-06,123
Poivre et piment,direction des fermes de La Rochelle,0.0,124
Poivre et piment,France (moyenne),0.000983104975861145,124
Huile de poisson,direction des fermes de La Rochelle,0.0,125
Huile de poisson,France (moyenne),7.885909903067774e-05,125
Safran,direction des fermes de La Rochelle,0.0,126
Safran,France (moyenne),0.00037629515111945784,126
Térébenthine,direction des fermes de La Rochelle,0.0,127
Térébenthine,France (moyenne),0.0005200142703056389,127
Salpêtre et soufre,direction des fermes de La Rochelle,0.0,128
Salpêtre et soufre,France (moyenne),0.00045646879036543187,128
Tabac,direction des fermes de La Rochelle,0.0,129
Tabac,France (moyenne),0.008102443893507246,129
Vins de Bordeaux,direction des fermes de La Rochelle,0.0,130
Vins de Bordeaux,France (moyenne),0.00011067757448944023,130
Monnaies et métaux précieux,direction des fermes de La Rochelle,0.0,131
Monnaies et métaux précieux,France (moyenne),0.0008519087076227917,131
Chapeaux d'écorce et de paille,direction des fermes de La Rochelle,0.0,132
Chapeaux d'écorce et de paille,France (moyenne),3.27646133729962e-05,132
Soie,direction des fermes de La Rochelle,0.0,133
Soie,France (moyenne),0.0016752373539758606,133
Lin,direction des fermes de La Rochelle,0.0,134
Lin,France (moyenne),9.128003693788708e-06,134
Galle,direction des fermes de La Rochelle,0.0,135
Galle,France (moyenne),0.0003099351272097485,135
Verdet,direction des fermes de La Rochelle,0.0,136
Verdet,France (moyenne),0.0014083222320912128,136
Cochenille,direction des fermes de La Rochelle,0.0,137
Cochenille,France (moyenne),0.004390875209224334,137
"Graines de trèfle, de luzerne et de prairie",direction des fermes de La Rochelle,0.0,138
"Graines de trèfle, de luzerne et de prairie",France (moyenne),0.00048582412934991206,138
Plumes ouvrées,direction des fermes de La Rochelle,0.0,139
Plumes ouvrées,France (moyenne),0.00030440820737018064,139
"Filoselle, fleuret et bourre de soie",direction des fermes de La Rochelle,0.0,140
"Filoselle, fleuret et bourre de soie",France (moyenne),2.0095917133536182e-05,140
Provisions diverses,direction des fermes de La Rochelle,0.0,141
Provisions diverses,France (moyenne),5.425538128431629e-05,141
[vide],direction des fermes de La Rochelle,0.0,142
[vide],France (moyenne),0.00012507401639211125,142
Séné,direction des fermes de La Rochelle,0.0,143
Séné,France (moyenne),0.00016371402134969794,143
Boissons diverses et mélangées,direction des fermes de La Rochelle,0.0,144
Boissons diverses et mélangées,France (moyenne),0.0004326576850572315,144
Étoffes de coton,direction des fermes de La Rochelle,0.0,145
Étoffes de coton,France (moyenne),0.0001627325907414558,145
Huile d'olive pour fabrique,direction des fermes de La Rochelle,0.0,146
Huile d'olive pour fabrique,France (moyenne),1.2881998420163158e-06,146
